"inc_number","inc_assignment_group","inc_opened_at","inc_cmdb_ci","inc_short_description","taskslatable_has_breached","inc_u_escalation_reason"
"INC0869821","SC_ALL_L1_SDK","17/03/2026 16:41:34","Edge","Lion - Edge - can't open links","false",""
"INC0871105","SC_ALL_L1_SDK","20/03/2026 09:40:30","MAXIMO-LSI","Gidy - Maximo - cannot login to maximo ","false","Assigned for Resolution"
"INC0872035","SC_ALL_L1_SDK","23/03/2026 13:49:42","OneDrive 365","WFH-onedrive-storage issue","false","Assigned for Resolution"
"INC0870096","SC_ALL_L1_SDK","18/03/2026 10:26:25","StartingPoint","startingpoint in collaboration biotech","false","Incorrect Assignment"
"INC0871177","SC_ALL_L2_WKS","20/03/2026 10:59:49","Microsoft 365 mobile apps","The incident is not related to Microsoft, but to DynoChem (I could not find DynoChem in the application list ).  Installation requires someone with admin rights","false","Assigned for Resolution"
"INC0866779","SC_ALL_L1_SDK","10/03/2026 11:49:57","PULL PRINTING FRANCE","Saclay - PULL PRINTING FRANCE - cannot print / connect printer","false","Assigned for Resolution"
"INC0877528","SC_ALL_L1_SDK","07/04/2026 11:28:26","eTMF","J'a demandé l'accès à cette application: je dois y relire un document pour la semaine prochaine, mais je vois que la validation peut prendre 10 jours. ","false","Assigned for Resolution"
"INC0869783","SC_ALL_L1_SDK","17/03/2026 15:51:06","VPN Check Point","Pas d'accès au VPN","false","Incorrect Assignment"
"INC0870148","SC_ALL_L1_SDK","18/03/2026 11:29:23","WEBSOP","Orléans-websop-user can't find all results","false",""
"INC0872379","SC_ALL_L1_SDK","24/03/2026 09:44:57","SH@RE Learning","URGENT : Impossible d'accéder au contenu de la formation ""Analyze data efficiently with BigQuery and optimized SQL""","false",""
"INC0876401","SC_ALL_L1_SDK","02/04/2026 15:56:40","Network Drive","Impossible d'avoir accès aux mes files dont D_pmc_bioch(\\SRSW27)","false",""
"INC0870467","SC_ALL_L2_GAM","18/03/2026 21:40:04","Excel 365","GD2 – Microsoft Office – Demande de rattachement d'une licence au compte générique GDZZECUP1L","false","Assigned for Resolution"
"INC0879089","SC_ALL_L1_SDK","10/04/2026 15:25:05","MFA MS MultiFactor","Reset MFA for lestudio@biogaran.fr","false","Assigned for Resolution"
"INC0884089","SC_ALL_L1_SDK","23/04/2026 15:41:35","CSI-Services","Access issue with CSI.Services","false",""
"INC0874008","SC_ALL_L1_SDK","27/03/2026 09:47:54","Windows Workstation","Surval-WFH-windows workstation-User is unable to maximize the Edge window; it remains frozen","false",""
"INC0871072","SC_ALL_L1_SDK","20/03/2026 08:58:02","Forms 365","Not able to open Microsoft Forms","false","Incorrect Assignment"
"INC0871146","SC_ALL_L1_SDK","20/03/2026 10:02:41","Citrix","GIDY- CITRIX - Not able to open it ","false",""
"INC0871151","SC_ALL_L2_GAM","20/03/2026 10:09:35","Windows Account","Missing AD group membership","false","Assigned for Resolution"
"INC0883608","SC_ALL_L1_SDK","22/04/2026 21:08:15","Windows Account","BL – Compte Windows verrouillé","false",""
"INC0880378","SC_ALL_L1_SDK","14/04/2026 18:54:51","Windows","impossible de trouver un document dans CREDO - CARA","false",""
"INC0867953","SC_ALL_L1_SDK","12/03/2026 15:13:17","POWER BI","GIDY-Access request for Power BI","false","Assigned for Resolution"
"INC0872306","SC_ALL_L1_SDK","24/03/2026 08:07:55","Citrix","Pour ouvrir Websop ou autre application sur Edge via citrix il faut s'identifier tous les jours = perte de temps et de réactivité","false","Assigned for Resolution"
"INC0873477","SC_ALL_L1_SDK","26/03/2026 08:38:40","Teams","wfh_Teams_souci de teams ","false",""
"INC0875517","SC_ALL_L1_SDK","01/04/2026 07:37:28","Windows Account","Bolbec - windows - reset password ","false",""
"INC0870934","SC_ALL_L1_SDK","19/03/2026 17:04:52","Adobe Publisher"," Hello, I have lost adobe publisher after the migration to windows 11, could you please help?.","false",""
"INC0872405","SC_ALL_L1_SDK","24/03/2026 10:19:19","OneDrive 365","Je n'arrive pas à accéder en mode éditeur à des fichiers via OneDrive. ","false","Assigned for Resolution"
"INC0879928","SC_ALL_L1_SDK","13/04/2026 23:44:12","Windows Account","Surval - Windows - reset password ","false",""
"INC0868772","SC_ALL_L1_SDK","16/03/2026 08:15:52","Windows Account","impossible to change the password.","false",""
"INC0873080","SC_ALL_L1_SDK","25/03/2026 11:31:58","WEBSOP","WebSOP application is not listed in my CITRIX applications (same issue than INC0870163)","false",""
"INC0872787","SC_ALL_L1_SDK","25/03/2026 01:01:19","Outlook 365","Comprimised user sending emails to other users","false","Assigned for Resolution"
"INC0876423","SC_ALL_L2_GAM","02/04/2026 16:25:25","Windows Account","WFH-windows account-user can't access to his windows session","false","Assigned for Resolution"
"INC0872739","SC_ALL_L1_SDK","24/03/2026 17:59:54","MFA MS MultiFactor","WFH - MFA - Does not receive the code.","false","Assigned for Resolution"
"INC0880853","SC_ALL_L1_SDK","15/04/2026 22:14:18","Windows Account","CB-Compte Windows-Changement du mot de passe","false",""
"INC0872131","SC_ALL_L1_SDK","23/03/2026 16:11:38","PULL PRINTING FRANCE","Suite au changement d'ordinateur, aucune imprimantes est installées.","false","Assigned for Resolution"
"INC0868007","SC_ALL_L1_SDK","12/03/2026 16:28:53","BioREG","Impossible d'ouvrir BioREG alors que je suis sur site à Saclay","false","Assigned for Resolution"
"INC0883301","SC_ALL_L1_SDK","22/04/2026 09:45:55","WEBSOP","Impossible to launch Websop PRD via Citrix","false",""
"INC0873721","SC_ALL_L1_SDK","26/03/2026 14:36:37","Windows Account","onsite-gidy-account locked","false",""
"INC0873097","SC_ALL_L1_SDK","25/03/2026 11:51:14","WEBSOP","Webrowser doesn't meet the requierement.","false",""
"INC0871893","SC_ALL_L1_SDK","23/03/2026 10:40:26","WEBSOP","[WEBSOP] CITRIX - User have not access to CITRIX","false",""
"INC0871922","SC_ALL_L1_SDK","23/03/2026 11:04:36","Windows Account","Cote d'ivoire-windows account-reset windows password for user","false",""
"INC0870113","SC_ALL_L1_SDK","18/03/2026 10:52:15","PULL PRINTING FRANCE","plus d'accès à l'imprimante ou non impression de la liste des documents ","false","Assigned for Resolution"
"INC0873092","SC_ALL_L2_WKS","25/03/2026 11:43:42","Office Timeline","Necessité d'installer l'application dans sa dernière version comme pour tous les GPM SPEED","false","Assigned for Resolution"
"INC0871570","SC_ALL_L1_SDK","21/03/2026 17:54:32","Network Drive","WFH - Network drive - can't access","false",""
"INC0872531","SC_ALL_L1_SDK","24/03/2026 12:43:05","WEBSOP","Unable to login to Websop","false",""
"INC0877908","SC_ALL_L1_SDK","08/04/2026 08:03:59","CSI-AddressBook","NEW ADDRESS TO ADD PLEASE","false","Assigned for Resolution"
"INC0871645","SC_ALL_L1_SDK","22/03/2026 15:59:53","Adobe Acrobat","Some training material will not open so training cannot be completed","false",""
"INC0872159","SC_ALL_L1_SDK","23/03/2026 16:38:15","DIANE","SAP Access request unavailable in DIANE for new user amgr_gb1","false",""
"INC0873472","SC_ALL_L1_SDK","26/03/2026 08:29:52","InPULSE","Connexion impossible","false",""
"INC0873121","SC_ALL_L1_SDK","25/03/2026 12:19:22","MyPassword","J'ai oublié mon mot de passe ADMOP, que faire ? - I forgot my ADMOP password, what can I do?","false",""
"INC0873612","SC_ALL_L1_SDK","26/03/2026 11:24:48","Outlook 365","Outlook-unable to receive emails ","false",""
"INC0873745","SC_ALL_L2_GAM","26/03/2026 15:07:58","Password Manager","My ADMOPKK54@servier.com Password reset email required ","false","Assigned for Resolution"
"INC0873808","SC_ALL_L2_GAM","26/03/2026 16:31:25","Network Drive","Wrong permission following RITM0446662","false","Assigned for Resolution"
"INC0880889","SC_ALL_L1_SDK","16/04/2026 05:15:39","Windows Account","Gidy - Windows - Locked account","false",""
"INC0873316","SC_ALL_L2_WKS","25/03/2026 17:26:14","POWER BI","Can't make a request to download Power BI Desktop.","false","Assigned for Resolution"
"INC0872513","SC_ALL_L1_SDK","24/03/2026 12:00:44","Bitlocker","Biogaran - Bitlocker- Key ","false",""
"INC0873766","SC_ALL_L1_SDK","26/03/2026 15:37:17","SAP Spirit ECC","Gidy - sap - Could not access SAP ","false","Assigned for Resolution"
"INC0879462","SC_ALL_L2_WKS","13/04/2026 08:46:46","VDI","VDI access denied","false","Assigned for Resolution"
"INC0873767","SC_ALL_L1_SDK","26/03/2026 15:37:41","Windows Workstation","Baclair - windows workstation-  the microphone is working","false",""
"INC0870252","SC_ALL_L1_SDK","18/03/2026 13:13:40","MFA MS MultiFactor","impossible de se connecter avec Servier SSO par message ou par téléphone","false","Assigned for Resolution"
"INC0870563","SC_ALL_L1_SDK","19/03/2026 08:40:09","SAP Spirit ECC","Gidy - Reset password SAP spirit","false","Assigned for Resolution"
"INC0873777","SC_ALL_L1_SDK","26/03/2026 15:46:34","MFA MS MultiFactor","Reset MFA for DELHOMME Camille (GP73_CB)","false","Assigned for Resolution"
"INC0880530","SC_ALL_L1_SDK","15/04/2026 10:00:47","CODA","IMS0000945: bonjour, je ne comprends pas je n'ai plus accès à CODA","false",""
"INC0871894","SC_ALL_L1_SDK","23/03/2026 10:42:11","SharePoint O365","User would like to recover deleted documents.","false",""
"INC0873738","SC_ALL_L1_SDK","26/03/2026 14:56:32","Windows Workstation","inaccessibilité à l'application","false",""
"INC0874112","SC_ALL_L1_SDK","27/03/2026 12:48:09","Veeva QualityDocs DK2","Working too slow","false","Incorrect Assignment"
"INC0885311","SC_ALL_L1_SDK","28/04/2026 04:42:33","WEBSOP","update WEBSOP account permission","false","Assigned for Resolution"
"INC0874703","SC_ALL_L1_SDK","30/03/2026 12:25:03","Windows Account","Mon mot de passe admop a expiré","false",""
"INC0880066","SC_ALL_L1_SDK","14/04/2026 09:50:51","Windows Workstation","IMS0000939: comment joindre le proxybar de gidy par téléphone ?","false",""
"INC0874964","SC_ALL_L1_SDK","30/03/2026 21:20:37","Adobe Acrobat","I can't open Adobe Acrobat","false",""
"INC0875642","SC_ALL_L1_SDK","01/04/2026 10:03:33","Password Manager","Reset my ADMOP password ","false",""
"INC0878630","SC_ALL_L2_GAM","09/04/2026 13:51:23","Windows Account","I forgot my ADMOP password","false","Assigned for Resolution"
"INC0875056","SC_ALL_L1_SDK","31/03/2026 09:03:57","Teams","Teams messages are not displayed ","false",""
"INC0881491","SC_ALL_L2_WKS","17/04/2026 09:51:04","Office Timeline","[PENDING TIMELINE UPDATE REQUIRED] - Office timeline not editable","false","Assigned for Resolution"
"INC0877412","SC_ALL_L1_SDK","07/04/2026 09:11:48","OneDrive 365","Surval - Wants to send large files via email","false","Assigned for Resolution"
"INC0875072","SC_ALL_L1_SDK","31/03/2026 09:18:28","Outlook 365","Bolbec - User cannot find his emails","false",""
"INC0872837","SC_ALL_L1_SDK","25/03/2026 07:58:31","Coupa","accès COUPA","false",""
"INC0875646","SC_ALL_L1_SDK","01/04/2026 10:09:22","Laps","IMS0000919: 'Comment avoir l'autorisation pour faire des mise à jour autodesk ?","false",""
"INC0875219","SC_ALL_L1_SDK","31/03/2026 12:53:49","Lynx-CRM","MRs control","false","Incorrect Assignment"
"INC0883800","SC_ALL_L1_SDK","23/04/2026 10:25:11","Windows Account","WFH-windows account-user wants to reset his windows password","false",""
"INC0878508","SC_ALL_L1_SDK","09/04/2026 10:25:04","Windows Workstation","'ai crée 2 Doodle que je n'arrive plus à ouvrir de mon compte Servier. J'ai pourtant réussi avec mon adresse perso https://doodle.com/group-poll/participate/dNK","false","Insufficient Informations"
"INC0876205","SC_ALL_L2_GAM","02/04/2026 11:10:24","Windows Account","WFH-windows account-user can't access to her windows session","false","Assigned for Resolution"
"INC0876221","SC_ALL_L2_GAM","02/04/2026 11:30:50","Windows Account","Account deprovisioned - SEVENO Paul (HB50_CB)","false","Assigned for Resolution"
"INC0878302","SC_ALL_L2_GAM","08/04/2026 17:31:03","Windows Account","WFH - windows account - account disabled","false","Assigned for Resolution"
"INC0877939","SC_ALL_L1_SDK","08/04/2026 09:07:45","MELODIT_LOIRET","Impossible d'ouvrir le menu d'accès aux applications Loiret : Menu Servier en passant par la VM Horizon","false","Assigned for Resolution"
"INC0877434","SC_ALL_L1_SDK","07/04/2026 09:53:54","CATSWEB","Gidy - Unable to access to CATSWEB","false","Assigned for Resolution"
"INC0873580","SC_ALL_L1_SDK","26/03/2026 10:49:06","VPN Check Point","WFH-VPN-Connection issue ","false","Assigned for Resolution"
"INC0877460","SC_ALL_L1_SDK","07/04/2026 10:11:38","Windows Account","WFH- Windows password - Reset password ","false",""
"INC0881046","SC_ALL_L1_SDK","16/04/2026 11:06:52","SharePoint O365","SACLAY WHF SharePoint-User accidentally deleted part of file in  SharePoint","false","Assigned for Resolution"
"INC0879734","SC_ALL_L1_SDK","13/04/2026 14:45:56","VPN Check Point","Can't log into Check Point Endpoint Security","false","Assigned for Resolution"
"INC0877971","SC_ALL_L1_SDK","08/04/2026 10:00:42","Windows Workstation","I can not use the search bar or the windows key ","false",""
"INC0877952","SC_ALL_L1_SDK","08/04/2026 09:32:26","Word 365","SAclay  - WORD - cannot find the file that contains yesterday's latest modifications","false",""
"INC0883328","SC_ALL_L1_SDK","22/04/2026 10:26:23","Forms 365","I can't open any form's link. https://rpaplatform-serviergroup.msappproxy.net/e/wiC542gntL ","false",""
"INC0877469","SC_ALL_L2_WKS","07/04/2026 10:23:05","Windows Workstation","eDrawings viewer installation ","false","Assigned for Resolution"
"INC0877690","SC_ALL_L1_SDK","07/04/2026 14:32:46","POWER BI","Saclay - Software request - Power BI desktop app","false","Assigned for Resolution"
"INC0879471","SC_ALL_L2_WKS","13/04/2026 08:55:27","ThinkCell","[ThinkCell License]  - WFH - ThinkCell license expired","false","Assigned for Resolution"
"INC0878889","SC_ALL_L1_SDK","10/04/2026 09:12:58","GED-PHA","Error message when attempting to connect to Ged-PHA application (documentum) via My apps/Citrix (connexion to citrix OK but fail to open GED-PHA)","false",""
"INC0877186","SC_ALL_L1_SDK","06/04/2026 10:06:12","Windows Workstation","In some of the tools the language is still reflecting in French. ","false",""
"INC0874609","SC_ALL_L1_SDK","30/03/2026 10:10:19","MFA MS MultiFactor","Maroc - MFA - reset MFA ","false","Assigned for Resolution"
"INC0870960","SC_ALL_L1_SDK","19/03/2026 18:46:27","Windows Workstation","Polina n'a plus accès aux applications sur son ordinateurs ce qui pose un gros problème dans son quotidien.","false",""
"INC0877985","SC_ALL_L1_SDK","08/04/2026 10:28:17","Adobe Acrobat","Adobe acrobat writer not working. Kindly help. Due to this Unable to work / view / edit files in CHPH.","false",""
"INC0880340","SC_ALL_L1_SDK","14/04/2026 16:38:35","SharePoint O365","Plusieurs personnes du service n'ont plus accès à BL SUPPLY EP MANAGEMENT","false",""
"INC0877900","SC_ALL_L1_SDK","08/04/2026 07:45:45","Windows Account","GIDY-Windows-Reset Password ","false",""
"INC0878001","SC_ALL_L1_SDK","08/04/2026 10:48:34","Network Drive","saclay-WFH-User cannot access network drive Z: after changing Windows password","false",""
"INC0876794","SC_ALL_L1_SDK","03/04/2026 14:40:59","PAPS","hello, my PAPS access was granted by my Manager, However I can't access the link from my session","false","Assigned for Resolution"
"INC0872988","SC_ALL_L1_SDK","25/03/2026 10:06:59","Windows Account","Orléan - Windows account - account locked","false","Assigned for Resolution"
"INC0882753","SC_ALL_L2_WKS","21/04/2026 07:45:42","VDI","VDI access is denied","false","Assigned for Resolution"
"INC0875320","SC_ALL_L1_SDK","31/03/2026 15:27:06","Forms 365","I can't open the MS Forms link","false",""
"INC0877977","SC_ALL_L1_SDK","08/04/2026 10:11:33","Network Drive","WFH-Saclay- Cannot access to K:","false",""
"INC0877564","SC_ALL_L1_SDK","07/04/2026 11:58:59","Windows Account","Oniste-Bolbec- ADMOP account locked ","false",""
"INC0877571","SC_ALL_L1_SDK","07/04/2026 12:04:08","Windows Account","WFH - Reset windows password ","false",""
"INC0877998","SC_ALL_L1_SDK","08/04/2026 10:46:24","Windows Workstation","[Score] [TMMCS] Add the mentioned user in TMMCS TRN AD group","false",""
"INC0877602","SC_ALL_L1_SDK","07/04/2026 12:34:31","Windows Account","GIDY - Windows account - Vérouillé","false",""
"INC0876562","SC_ALL_L1_SDK","03/04/2026 08:37:41","Microsoft 365 mobile apps","Not able to raise the request for E5 license for Angshu DUTTA","false",""
"INC0881519","SC_ALL_L1_SDK","17/04/2026 10:47:07","Windows","Je n'ai plus accès au synoptique des parcs solvants, mes identifiants ne fonctionnent plus ""acces locked""","false",""
"INC0879764","SC_ALL_L1_SDK","13/04/2026 15:26:28","Adobe Acrobat","J'ai des soucis avec Adobe Reader , que faire ? Issue with Adobe Reader","false",""
"INC0878672","SC_ALL_L1_SDK","09/04/2026 14:56:45","VPN Check Point","WFH - VPN - could not open application to connect","false","Assigned for Resolution"
"INC0879489","SC_ALL_L1_SDK","13/04/2026 09:27:29","SharePoint O365","je n'arrive pas à accéder aux documents quand je me connecte au site sharepoint sur internet, il faut que j'ouvre un lien ou ouvrir depuis microsoft team","false",""
"INC0880548","SC_ALL_L1_SDK","15/04/2026 10:27:32","Lynx-CRM","Admin Account yuwin.chng@servier.com dont have function ""Login"" at User setup module ","false",""
"INC0880205","SC_ALL_L1_SDK","14/04/2026 13:18:02","MFA MS MultiFactor","*Maroc - MFA - Reset MFA pour Sami SFAXI","false","Assigned for Resolution"
"INC0879681","SC_ALL_L1_SDK","13/04/2026 13:40:37","WEBSOP","n'a pas accès a  websop dans citrix (il a bien ses accès demandé dans diane et validé par christine alves)","false",""
"INC0878687","SC_ALL_L2_WKS","09/04/2026 15:25:45","POWER BI","Demande d'installation de Power BI sur le PC - Power BI Installation request","false","Assigned for Resolution"
"INC0880578","SC_ALL_L1_SDK","15/04/2026 11:00:04","Windows Account","Reset windows password ","false",""
"INC0879105","SC_ALL_L1_SDK","10/04/2026 15:45:10","DIANE","Erreur dans signataire de la demande (hierarchie) -> transfert non fait au moment de la demande anticipée","false","Assigned for Resolution"
"INC0879519","SC_ALL_L1_SDK","13/04/2026 10:02:15","Excel 365","No access to an Excel file (for work)","false",""
"INC0882772","SC_ALL_L1_SDK","21/04/2026 08:43:19","MFA MS MultiFactor","Bolbec - MFA - problème d'authentification ","false","Assigned for Resolution"
"INC0881263","SC_ALL_L2_WKS","16/04/2026 16:47:24","Citrix","Gidy-citrix-user can't open applications","false","Assigned for Resolution"
"INC0879841","SC_ALL_L2_WKS","13/04/2026 17:17:07","Moka","Je n'ai plus MOKA","false","Assigned for Resolution"
"INC0879175","SC_ALL_L1_SDK","10/04/2026 20:37:48","MFA MS MultiFactor","US2 - MFA - reset MFA","false","Assigned for Resolution"
"INC0878134","SC_ALL_L1_SDK","08/04/2026 13:33:26","BioMOSAIC","I can't open BioMosaic","false","Assigned for Resolution"
"INC0880221","SC_ALL_L2_WKS","14/04/2026 13:37:09","Office Timeline","[Timeline update]After software update it isn't possible to update slides from existing file","false","Assigned for Resolution"
"INC0884078","SC_ALL_L1_SDK","23/04/2026 15:33:04","QCMOB","Lorsque j'ouvre le lien de QC Mobility, on me demande mon code pin de ma session. Une fois tapé, un message d'erreur apparait.","false","Assigned for Resolution"
"INC0881541","SC_ALL_L1_SDK","17/04/2026 11:12:29","Adobe Acrobat","WFH-Surval-Adobe Acrobat- opening PDF files are very slow ","false",""
"INC0883691","SC_ALL_L2_WKS","23/04/2026 07:30:11","Windows Workstation","echec de l'installation de l'application ","false","Assigned for Resolution"
"INC0879447","SC_ALL_L1_SDK","13/04/2026 08:11:44","Windows Workstation","Due to OS disk issue unable to open/access the excel sheets and outlook","false",""
"INC0877733","SC_ALL_L1_SDK","07/04/2026 15:37:35","SMILE","l need to be added to the access groups ""FR5-GA-SWIZI-RESIDENTS"" OR ""FR5-GA-SWIZI-PARENT"" to make Smile work again ","false","Assigned for Resolution"
"INC0883408","SC_ALL_L1_SDK","22/04/2026 12:12:49","Windows Account","Mise à jour du mot de passe =  compte windows verrouillé","false","Assigned for Resolution"
"INC0885130","SC_ALL_L1_SDK","27/04/2026 14:19:11","Outlook 365","WFH-outlook-user wants to delete two groups","false",""
"INC0879613","SC_ALL_L1_SDK","13/04/2026 11:54:15","WRAPortal","I can no longer access this app","false",""
"INC0880304","SC_ALL_L1_SDK","14/04/2026 15:34:42","Network Drive","Gidy - Network drive - Cannot access network drives after password change","false",""
"INC0877794","SC_ALL_L2_WKS","07/04/2026 17:05:10","ThinkCell","[Think-cell license]- could not update add in ","false","Assigned for Resolution"
"INC0880772","SC_ALL_L1_SDK","15/04/2026 16:11:39","Windows Account","LE MOT DE PASSE WIDOWS NE PASSE PAS POUR ACCEDER A COUPA ","false",""
"INC0881062","SC_ALL_L2_WKS","16/04/2026 11:34:21","Printer Monitoring","Gidy - Unable to install the printer drivers.","false","Assigned for Resolution"
"INC0880253","SC_ALL_L1_SDK","14/04/2026 14:15:14","Windows Account","Request to reset ADMOP password (ADMOPEV66)","false",""
"INC0883050","SC_ALL_L1_SDK","21/04/2026 15:13:13","DIANE","I cannot access DIANE with my microsoft PIN. I know my PIN is accurate because I reset it. I still can't access DIANE","false",""
"INC0884860","SC_ALL_L1_SDK","27/04/2026 08:33:21","GIGA","Gidy-GIGA-Access issue","false","Assigned for Resolution"
"INC0884865","SC_ALL_L1_SDK","27/04/2026 08:36:49","Windows Account","Bolbec - windows - account locked ","false",""
"INC0878532","SC_ALL_L1_SDK","09/04/2026 11:08:51","Word 365","I have sharepoint access to work on responses (urgent project Onivyde Japan) but word desktop app is not functional. I am a medical writer so this is critical.","false",""
"INC0881087","SC_ALL_L1_SDK","16/04/2026 12:03:30","ELN","WFh - ELN - Access ","false","Assigned for Resolution"
"INC0883834","SC_ALL_L1_SDK","23/04/2026 11:12:20","Windows Workstation","IMS0000964: J'ai une touche de mon clavier qui ne fonctionne plus","false",""
"INC0878597","SC_ALL_L1_SDK","09/04/2026 12:29:52","Bitlocker","[URGENT] Production Blocked - BitLocker Recovery Key Request - S/N: CZC5087SJ1","false",""
"INC0883864","SC_ALL_L1_SDK","23/04/2026 12:05:51","Portail ACH - KALIDEA","Je n'ai pas accès à l'application","false",""
"INC0882299","SC_ALL_L1_SDK","20/04/2026 11:48:04","POWER BI","Bolbec - Software request - Need to install Power BI desktop ","false","Assigned for Resolution"
"INC0884871","SC_ALL_L1_SDK","27/04/2026 08:38:02","Windows Account","Gidy - Windows account - account locked","false",""
"INC0882480","SC_ALL_L1_SDK","20/04/2026 13:56:10","Adobe Acrobat","I think I no longer have adobe Pro and toolbox ","false",""
"INC0884881","SC_ALL_L1_SDK","27/04/2026 08:43:14","MFA MS MultiFactor","Colomb-MFA- Reset MFA","false","Assigned for Resolution"
"INC0885155","SC_ALL_L1_SDK","27/04/2026 14:48:57","Adobe Acrobat","impossible de faire une impression","false",""
"INC0881593","SC_ALL_L1_SDK","17/04/2026 12:56:53","SAP Spirit CS","Bonjour, suite à un changement de PC je n'ai plus accès à SAP Spirit","false","Assigned for Resolution"
"INC0884867","SC_ALL_L1_SDK","27/04/2026 08:37:10","GECHAP","Impossible to connect to GECHAP: Server can not be contacted, LDAP server is unavailable","false",""
"INC0880061","SC_ALL_L1_SDK","14/04/2026 09:45:17","MFA MS MultiFactor","Colombes-MFA-user wants to reset MFA","false","Assigned for Resolution"
"INC0880037","SC_ALL_L1_SDK","14/04/2026 09:28:03","Bitlocker","biogaran- bitlocker - key ","false",""
"INC0883871","SC_ALL_L2_WKS","23/04/2026 12:19:26","EASY LABELS","Hello Team , Package is not installed in the user system. Package to be installed - SERVIER_EasyLabels_1.0_EN_X64_R02","false","Assigned for Resolution"
"INC0884472","SC_ALL_L1_SDK","24/04/2026 14:40:07","SharePoint O365","1. SharePoint is not Synchronizing 2. cannot open PAPS despite granted access","false",""
"INC0878464","SC_ALL_L1_SDK","09/04/2026 09:14:38","Powerpoint 365","Bug+Fichier perdu","false",""
"INC0883124","SC_ALL_L2_WKS","21/04/2026 17:23:37","VDI","VDI - cannot access VDI ","false","Assigned for Resolution"
"INC0882202","SC_ALL_L1_SDK","20/04/2026 10:28:05","WEBSOP","Wfh-Websop-Java error ","false",""
"INC0883459","SC_ALL_L1_SDK","22/04/2026 13:45:49","OneDrive 365","onSite - oneDrive - cannot connect to oneDrive","false","Assigned for Resolution"
"INC0882248","SC_ALL_L1_SDK","20/04/2026 11:05:17","Adobe Acrobat","WFH-adobe-user can't open a pdf document","false","Assigned for Resolution"
"INC0883461","SC_ALL_L2_WKS","22/04/2026 13:46:00","ThinkCell","onSite - ThinkCell - Think cell version incompatible with current Office version","false","Assigned for Resolution"
"INC0878293","SC_ALL_L1_SDK","08/04/2026 17:05:25","PROVANTIS","Merci de procéder à une réinstallation de Citrix WEB","false","Incorrect Assignment"
"INC0880363","SC_ALL_L1_SDK","14/04/2026 17:55:27","Network Drive","onSite -Network drive - cannot access G drive ","false",""
"INC0882617","SC_ALL_L2_WKS","20/04/2026 16:49:11","Windows Workstation","Bonjour, j'ai besoin d'installer l'application sur mon ordinateur: OBS Studio pour cela il me faut le code administrateur système. ","false","Assigned for Resolution"
"INC0882864","SC_ALL_L2_WKS","21/04/2026 10:51:01","ePaper","ePaper n'est pas installé, n'apparaît pas sur mon ordinateur","false","Assigned for Resolution"
"INC0882794","SC_ALL_L1_SDK","21/04/2026 09:18:34","Windows Account","During passing the training in Lab of skills google, access is denied for given sheet.","false",""
"INC0881206","SC_ALL_L1_SDK","16/04/2026 08:07:28","Sh@re 2","22876 - accès nouveau collaborateur","false","Assigned for Resolution"
"INC0882481","SC_ALL_L1_SDK","20/04/2026 13:57:08","Windows Account","poste verrouillé","false",""
"INC0882911","SC_ALL_L2_WKS","21/04/2026 11:41:01","NextGen","VS 2022 Professional license","false","Assigned for Resolution"
"INC0883151","SC_ALL_L1_SDK","21/04/2026 20:13:22","Lynx-CRM","Cannot acces to lynx SANDBOX","false",""
"INC0882382","SC_ALL_L1_SDK","20/04/2026 12:26:39","MFA MS MultiFactor","reset methode authentification MFA","false","Assigned for Resolution"
"INC0883888","SC_ALL_L1_SDK","23/04/2026 13:18:33","COSAC","Unable to access Cosac","false",""
"INC0883498","SC_ALL_L1_SDK","22/04/2026 14:57:51","Lynx-CRM","Je n'ai pas accès à l'application VEEVA","false","Incorrect Assignment"
"INC0884506","SC_ALL_L1_SDK","24/04/2026 15:33:59","Network Drive","Besoin d'avoir accès au disque réseau H/DQ...... en écriture et lecture","false",""
"INC0884901","SC_ALL_L1_SDK","27/04/2026 09:06:41","GECHAP","Impossible de se connecter","false",""
"INC0883899","SC_ALL_L1_SDK","23/04/2026 13:32:59","PULL PRINTING FRANCE","impossible d'imprimer sur site","false","Assigned for Resolution"
"INC0883253","SC_ALL_L2_WKS","22/04/2026 08:58:11","VDI","WFH - VDI - Access ","false","Assigned for Resolution"
"INC0884358","SC_ALL_L1_SDK","24/04/2026 10:27:13","VPN Check Point","WFH-VPN-Unable to connect to the VPN","false","Assigned for Resolution"
"INC0881442","SC_ALL_L1_SDK","17/04/2026 08:42:11","Outlook 365","WFH - Outlook -  Unable to create Teams meeting","false",""
"INC0881689","SC_ALL_L1_SDK","17/04/2026 16:04:04","Access 365","Demande licence COPILOT","false",""
"INC0881138","SC_ALL_L1_SDK","16/04/2026 14:12:25","WEBSOP","Impossible d'ouvrir websop sur citrix et j'ai ce message d'erreur ""Echec Session""","false","Assigned for Resolution"
"INC0885193","SC_ALL_L1_SDK","27/04/2026 15:54:08","Adobe Acrobat","I cannot use the acrobat tab in word","false",""
"INC0884949","SC_ALL_L1_SDK","27/04/2026 10:05:40","Mobile Phone","Outlook and Teams does not connect to company account, MS Authenticator does not work properly","false",""
"INC0885010","SC_ALL_L1_SDK","27/04/2026 11:11:36","Outlook 365","wfh - outlook - need to update a contact list","false",""
"INC0884267","SC_ALL_L1_SDK","24/04/2026 07:22:30","Windows Account","Gidy-Windows-Locked account ","false","Assigned for Resolution"
